Nama;Gender;Bahasa;Inggris;TIK;Matematika;Fisika;Kimia;Biologi;Geografi;Sosiologi;Antropologi;Extra_Kurikuler;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Chelsea Dowson;Pria;82;68,3;76,9;60,7;60,9;70,6;87,6;72;70,5;75,7;Tidak;Kos;Belum;NA;2007;Bogor;UKM_2;Tidak;4,5;FT
Chelsea Eyres;Wanita;66,6;82;65,8;62,5;66,5;71,9;86,3;62,1;85,8;61,5;Ekskul_3;Kos;Belum;Orang Tua;2007;Bekasi;UKM_3;Ya;4;DKV
Chelsea Kelly;Pria;87,4;62,5;84,9;85;84,9;65,2;87,6;68,1;62,7;60,6;Ekskul_4;NA;Belum;Orang Tua;2007;Jakarta;UKM_2;Ya;4;FIKOM
Chelsea Lee;Pria;70,2;66,7;64,3;82;77,3;67;74,1;69,4;78,1;78,6;Tidak;NA;Belum;Orang Tua;2009;Serang;UKM_2;Ya;5;FISIP
Chelsea Lowe;Pria;67,1;87,1;80,6;62;85,9;69,6;83,2;87;68,4;66,6;Ekskul_3;Orang Tua;Belum;Beasiswa;2007;Tangerang;UKM_1;Tidak;4;FTI
Chelsea Oakley;Wanita;87,3;78,7;84,4;67,7;80,9;83,6;88,4;80,6;67,5;65;Ekskul_1;Orang Tua;Bekerja;NA;2009;Karawang;UKM_2;Tidak;6,5;DKV
Chelsea Rixon;Pria;62,3;79,2;79,3;78,1;60,1;66,6;74,4;80,7;76,6;78,7;Ekskul_2;Kos;Belum;Orang Tua;2009;Serang;UKM_3;Ya;4,5;FISIP
Chelsea Robinson;Wanita;69,3;77,3;81,6;84,7;79,7;81,3;79,5;88,5;66,4;83,2;Ekskul_6;NA;Bekerja;NA;2008;Karawang;UKM_2;Ya;5,5;FTI
Chelsea Samuel;Pria;83,5;76,9;66,8;68,1;65,9;61,7;64;66,1;85,9;83;Ekskul_1;Orang Tua;Belum;NA;2007;Karawang;Tidak;Ya;3,5;FISIP
Chelsea Thomas;Wanita;79,3;67,5;63,5;67,6;80,9;80,2;70,7;61,7;76,9;84;Ekskul_1;Kos;Bekerja;Beasiswa;2008;Bekasi;UKM_4;Tidak;4,5;FTI
Chelsea Tutton;Wanita;60,4;85,3;81;64,8;73,6;71,8;66,4;63,1;73,3;NA;Ekskul_4;NA;Bekerja;Beasiswa;2009;Bogor;UKM_2;Tidak;4;DKV
Chelsea Wild;Wanita;73,7;69,7;60,7;60,7;85,3;65,3;88,2;82,8;82,6;60,9;Ekskul_1;NA;Bekerja;Beasiswa;2007;Jakarta;UKM_3;Tidak;5,5;DKV
Cherish Cann;Pria;79,5;62,5;NA;87,4;64;80,8;76,8;65,2;64;61,8;Ekskul_2;Kos;Bekerja;Beasiswa;2007;Bekasi;UKM_1;Ya;4;FISIP
Cherish Dowson;Pria;80,2;86,6;76;66;61,3;63,6;70;78;69,6;NA;Ekskul_6;NA;Belum;NA;2008;Tangerang;UKM_2;Ya;4,5;DKV
Cherish Furnell;Pria;87,6;67,4;84,4;85,7;84,2;80;79,9;73,7;87,8;80,9;Ekskul_6;Kos;Belum;Orang Tua;2008;Jakarta;UKM_4;Tidak;7;DKV
Cherish Lynn;Pria;72;68,7;77,5;67,8;87,3;77,1;85;62,7;65,7;75,4;Ekskul_6;Kos;Belum;Orang Tua;2007;Tangerang;UKM_3;Tidak;7;FISIP
Cherish Matthews;Pria;80,7;86,9;77,4;67,5;63,4;72,5;80,8;77,9;70;65;Ekskul_1;NA;Bekerja;Beasiswa;2007;Tangerang;UKM_2;Tidak;6;FT
Cherish Moore;Wanita;85;69,8;68,4;78,7;78,1;61,1;78,7;71,1;83,2;64,3;Ekskul_6;NA;Belum;NA;2007;Karawang;UKM_4;Ya;6;FT
Cherish Morrow;Wanita;80,8;74,6;72,1;73,2;71,9;84,5;67,6;74,4;71,5;60,7;Ekskul_1;NA;Belum;NA;2009;Karawang;UKM_4;Ya;6,5;FISIP
Cherish Murray;Wanita;71;80,6;NA;64,1;74,7;81,6;80,1;73,7;81,1;69,6;Ekskul_6;NA;Belum;Orang Tua;2008;Serang;UKM_3;Tidak;7;FISIP
Cherish Nielson;Wanita;85,9;66,1;70,8;79,4;85,6;70,7;71,1;82,4;69,7;NA;Ekskul_1;Kos;Bekerja;NA;2007;Bogor;UKM_3;Ya;3,5;DKV
Cherish Palmer;Pria;61,8;69,7;63,8;76,9;79,2;67,9;61,1;66;88,2;NA;Ekskul_1;Kos;Belum;Beasiswa;2007;Serang;UKM_3;Tidak;4,5;FIKOM
Cherish Pearce;Wanita;68,7;80,9;82,9;80,3;64;61,8;78;64,3;66,6;86,2;Ekskul_1;NA;Belum;Beasiswa;2007;Karawang;UKM_3;Tidak;7;DKV
Cherish Redwood;Pria;76,4;88,3;76,5;67,3;71,3;85,8;73,7;86,1;85,8;66,5;Ekskul_6;Kos;Bekerja;Orang Tua;2007;Jakarta;Tidak;Tidak;6,5;FISIP
Cherish Sloan;Pria;73,4;68,7;83,5;76;67,9;69,5;84,7;77,6;85,8;75,8;Ekskul_5;Orang Tua;Belum;NA;2009;Jakarta;UKM_4;Ya;4,5;FISIP
Cherish Woodley;Pria;85,5;85,5;87,7;79,9;69,4;63,5;64,5;64,6;72,7;76,9;Ekskul_6;Kos;Bekerja;Orang Tua;2009;Karawang;UKM_4;Ya;6,5;FTI
Chester Adams;Wanita;86,2;82,3;61,3;68,6;65,8;81,2;73;69,6;86,3;81,1;Tidak;Kos;Belum;Orang Tua;2007;Bekasi;UKM_1;Ya;4;DKV
Chester Avery;Pria;65,5;74,9;66,1;72,5;80,9;79,9;73,5;82,5;75,9;63,3;Ekskul_5;Orang Tua;Belum;NA;2009;Tangerang;UKM_3;Ya;6;FIKOM
Chester Bailey;Wanita;69,7;75,4;78,1;70,5;88,4;83,3;83,2;79,3;66,4;74,4;Ekskul_4;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_2;Ya;4,5;FIKOM
Chester Bingham;Wanita;81;86,8;71,2;78,2;60,6;61,4;68;68,9;78,3;76,9;Ekskul_3;NA;Belum;NA;2008;Serang;Tidak;Tidak;6;FT
Chester Blackburn;Wanita;65,4;80,7;77,4;64,4;72,9;85,9;74,2;60,8;66,3;79,4;Ekskul_6;NA;Bekerja;Beasiswa;2009;Tangerang;UKM_3;Ya;5,5;FT
Chester Blythe;Pria;78,6;88,4;63,8;75;75,7;67,2;87,3;77,6;79,8;88;Ekskul_2;NA;Bekerja;Beasiswa;2007;Bekasi;UKM_2;Ya;7;DKV
Chester Brennan;Pria;61;84;78,6;65,8;60,7;77,9;62,7;81,6;60,2;68,7;Ekskul_3;Orang Tua;Belum;NA;2007;Jakarta;UKM_3;Ya;6,5;DKV
Chester Brooks;Pria;66,5;88,3;73,6;81,1;62,1;60,8;60,6;83,4;84;64,9;Ekskul_5;NA;Belum;NA;2007;Serang;UKM_4;Ya;4,5;FTI
Chester Casey;Pria;84,8;63,4;67,7;67,3;81,6;88,5;87,7;74,6;82,3;62;Ekskul_1;NA;Belum;Orang Tua;2008;Jakarta;UKM_1;Tidak;5,5;DKV
Chester Corbett;Wanita;68,3;85,9;NA;83,1;84,9;75,6;77,4;83,6;84,6;80,2;Ekskul_4;Orang Tua;Belum;Orang Tua;2008;Karawang;UKM_2;Ya;4;DKV
Chester Durrant;Wanita;66,8;61,7;67,3;76,5;66,9;78,2;63,9;85,7;74,2;81,9;Ekskul_6;Kos;Belum;NA;2007;Bogor;UKM_2;Ya;6,5;FIKOM
Chester Edler;Pria;81;69;74,2;78,9;80,7;72,9;79,2;68,5;76,5;69,5;Tidak;Orang Tua;Bekerja;Beasiswa;2009;Bogor;UKM_1;Tidak;4,5;DKV
Chester Edley;Wanita;84,2;83,8;66,4;61,7;87,2;78,1;62,2;69,7;74,7;72,7;Tidak;Kos;Bekerja;Orang Tua;2007;Jakarta;Tidak;Tidak;6,5;FIKOM
Chester Flynn;Wanita;63,7;73,2;81,2;88,4;64,7;63,7;66,1;81,5;69,2;83,8;Tidak;NA;Belum;Orang Tua;2008;Tangerang;UKM_3;Ya;5;FISIP
Chester Fowler;Wanita;67,2;81,4;78,4;86,3;62,7;64,9;70,8;88,3;75,8;68,5;Ekskul_6;Orang Tua;Belum;Orang Tua;2008;Jakarta;UKM_4;Tidak;6;FISIP
Chester Gilmore;Wanita;80,5;73,6;79,8;69,9;61,4;84,7;75,1;60,6;81,8;61;Ekskul_2;Orang Tua;Belum;Beasiswa;2009;Tangerang;UKM_2;Ya;3,5;FTI
Chester Goldsmith;Wanita;88,5;68,2;63,3;77,5;75,7;69;85,8;67,6;88,6;65,1;Ekskul_5;NA;Belum;Orang Tua;2009;Karawang;UKM_3;Ya;5;FT
Chester Gunn;Pria;83,1;87,6;76,8;72;68,8;76,6;65,6;64,2;69,8;62,5;Tidak;NA;Bekerja;NA;2009;Jakarta;Tidak;Tidak;3,5;DKV
Chester Hood;Pria;87,6;82,9;71,7;73;68,7;87,1;66,1;83,3;70,4;84;Tidak;NA;Belum;Beasiswa;2007;Karawang;UKM_3;Ya;5,5;FTI
Chester Hudson;Wanita;66,3;83,6;61,3;61,7;72,2;79,9;65,5;79,7;71,5;61,4;Ekskul_3;NA;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Tidak;4,5;FISIP
Chester Lewis;Pria;70,2;75,8;69,1;74,6;68,2;66,1;88,1;72,5;71,6;88,3;Ekskul_3;NA;Belum;Orang Tua;2008;Serang;UKM_3;Ya;5;FIKOM
Chester Lloyd;Pria;73,8;68;81,4;77,4;73;63,2;85,8;81,7;66,2;77,2;Ekskul_2;Orang Tua;Belum;NA;2008;Bekasi;UKM_4;Tidak;3,5;FIKOM
Chester Mackenzie;Wanita;87,9;85,6;83,7;78,9;76,4;64,8;85,2;74,1;75,7;77,2;Ekskul_5;NA;Bekerja;NA;2008;Tangerang;UKM_2;Tidak;4,5;FTI
Chester Mooney;Wanita;75;82,1;84,3;63,9;84,1;62,4;77,7;69,2;66,6;65,6;Ekskul_5;Kos;Bekerja;Beasiswa;2008;Tangerang;UKM_4;Ya;6,5;FTI
Chester Murphy;Pria;86,3;81,7;74;75,3;88,1;71,4;87,1;79,9;62,7;81;Ekskul_4;Kos;Bekerja;NA;2007;Tangerang;UKM_3;Tidak;7;FTI
Chester Nicolas;Wanita;73,6;77,9;73;76,8;65;80,1;63,4;71,5;61,9;88,5;Ekskul_2;Kos;Belum;NA;2007;Karawang;UKM_4;Ya;3,5;FIKOM
Chester Norton;Pria;83,7;86,3;78,4;76,3;75,2;74,6;63,8;71,8;85,1;86,6;Ekskul_4;Kos;Bekerja;Beasiswa;2008;Karawang;Tidak;Ya;5,5;FTI
Chester Oakley;Pria;81,3;79,1;64,8;77,1;64,8;63,6;81,2;83,2;70,7;67,4;Ekskul_3;NA;Bekerja;NA;2008;Tangerang;UKM_1;Ya;5,5;FTI
Chester Pitt;Wanita;66;71,5;81,1;64,5;79,3;72,5;61;82,4;66,5;65;Ekskul_6;Kos;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Tidak;4;FISIP
Chester Poulton;Pria;70,8;78,2;69,3;87,3;85,2;84;70;63,9;65,3;74,4;Ekskul_6;Kos;Belum;Orang Tua;2007;Bekasi;UKM_2;Tidak;6,5;FIKOM
Chester Redwood;Pria;64,8;64,8;64;66,8;67,7;67;73,6;62,4;64,6;69,7;Ekskul_1;Kos;Bekerja;NA;2009;Bekasi;UKM_2;Tidak;4;FIKOM
Chester Reid;Wanita;78,5;64,2;78,8;71,5;87,6;63,2;80,1;78,2;61,9;76,3;Ekskul_4;Orang Tua;Bekerja;NA;2009;Serang;Tidak;Tidak;4,5;FTI
Chester Roman;Wanita;62,9;64,2;67,7;83,1;87;67,4;72,4;68,8;68,6;84,6;Ekskul_4;NA;Bekerja;Beasiswa;2007;Tangerang;UKM_2;Tidak;4,5;FT
Chester Roth;Wanita;67,7;72,7;86,7;65,9;67,2;85,2;75,9;69,9;78,3;80,8;Ekskul_1;NA;Bekerja;Orang Tua;2008;Karawang;Tidak;Ya;4;DKV
Chester Rowlands;Pria;73,4;64,9;85,1;73,1;80,3;82,6;73,3;82,2;73,5;76,6;Tidak;Kos;Belum;Beasiswa;2007;Jakarta;UKM_2;Ya;5;FT
Chester Shaw;Pria;75,2;64,2;81,7;80;61;85,3;87,1;61,4;61,4;71,3;Ekskul_5;Kos;Belum;NA;2009;Karawang;UKM_4;Ya;5,5;FTI
Chester Swan;Wanita;63,4;83,2;87,1;86,7;69,4;81,9;84,2;65,6;67,5;63,1;Ekskul_3;Kos;Belum;NA;2009;Karawang;UKM_2;Ya;3,5;FISIP
Chester Todd;Pria;70,6;76,2;73,7;64;78,9;84,9;68;75,8;72,5;NA;Tidak;Kos;Belum;Orang Tua;2009;Bogor;UKM_3;Ya;3,5;FIKOM
Chester Utterson;Wanita;74,4;72;NA;87,9;69,9;76,7;72,1;74,9;84,9;65;Ekskul_2;Kos;Belum;Orang Tua;2009;Bogor;UKM_4;Tidak;7;FISIP
Chester Vaughn;Wanita;65,1;78,8;71,5;81,9;75,1;72,3;81;75,7;74,2;66,2;Ekskul_3;Kos;Belum;Orang Tua;2007;Serang;UKM_2;Tidak;6,5;FIKOM
Chester Weatcroft;Pria;72,9;83,8;60,7;78,4;76,5;87,9;83,4;77,2;71,5;60,8;Ekskul_5;NA;Belum;NA;2007;Serang;UKM_3;Tidak;4;FISIP
Chester Wilkinson;Wanita;87,3;75,7;68,8;86,5;62,6;72,3;71,3;67,5;76,1;64,8;Ekskul_4;Kos;Belum;NA;2007;Bekasi;UKM_2;Ya;3,5;DKV
Chester Woods;Pria;88;73;84,7;87,1;82,7;75,6;88,1;82,5;83,5;63,8;Ekskul_2;Kos;Bekerja;Beasiswa;2008;Bekasi;UKM_1;Ya;7;FT
Chester York;Wanita;65;85,3;64,6;73,2;82,5;61,6;63,2;62;73,4;80,2;Ekskul_4;Kos;Bekerja;NA;2009;Bogor;UKM_1;Ya;3,5;FTI
Chloe Edler;Wanita;68;65,5;66,7;75,2;68,1;80,5;60,3;86,6;60,1;79,1;Tidak;Kos;Bekerja;Orang Tua;2007;Bogor;UKM_3;Tidak;5,5;FTI
Chloe Hastings;Pria;61,4;63,8;74,1;85,5;73,1;69,2;77,1;75,3;82,8;73,1;Ekskul_3;Orang Tua;Bekerja;Orang Tua;2009;Bekasi;UKM_4;Ya;5,5;FT
Chloe Long;Pria;81,5;81,3;88,5;79,1;62,4;87,8;76,3;73,3;67;77,3;Ekskul_6;NA;Bekerja;Beasiswa;2007;Serang;UKM_3;Tidak;4,5;FTI
Chloe Phillips;Pria;83;78,4;63,6;71,3;61;82,4;85,2;73,6;72,7;63,1;Ekskul_4;Orang Tua;Bekerja;NA;2008;Karawang;UKM_4;Tidak;5,5;FISIP
Chloe Plant;Pria;84,9;73,9;77,2;76,8;80,4;73,8;60,7;76,9;78,9;75,3;Ekskul_4;NA;Belum;Orang Tua;2009;Tangerang;UKM_3;Ya;4,5;FT
Chloe Uttley;Pria;62,4;79,9;64,7;85,4;77,3;76,4;68,1;62,1;68,3;69,9;Ekskul_3;NA;Bekerja;Orang Tua;2009;Jakarta;UKM_4;Tidak;5;DKV
Chloe Waterhouse;Pria;67,7;64,7;60,6;84,4;79,2;69,3;79,2;72,9;85,9;78,3;Ekskul_3;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;UKM_3;Tidak;5,5;FIKOM
Chris Adams;Pria;69,8;72,3;72,7;84,7;68,3;86,1;84,6;76,5;82,2;83,3;Ekskul_4;Orang Tua;Bekerja;Orang Tua;2008;Jakarta;UKM_1;Ya;5,5;DKV
Chris Archer;Pria;60,5;73,1;71,3;83,5;74,1;82,4;79,3;78,6;81,6;67;Ekskul_4;Orang Tua;Bekerja;Beasiswa;2007;Bogor;Tidak;Ya;7;FISIP
Chris Bennett;Wanita;66,4;70,6;79,2;85,4;71,3;60,3;86,8;78,5;71,5;76,2;Ekskul_1;NA;Bekerja;Orang Tua;2009;Jakarta;UKM_3;Tidak;3,5;FTI
Chris Blackwall;Pria;64,9;70,2;NA;81,8;84;63,9;64,9;67,8;68,6;67,3;Tidak;Orang Tua;Belum;NA;2007;Karawang;UKM_2;Tidak;5,5;FTI
Chris Cameron;Wanita;61,6;77,8;66,2;62,3;62,5;80,6;74,7;83,7;69,2;79,7;Ekskul_5;Kos;Bekerja;Beasiswa;2009;Jakarta;UKM_1;Tidak;6;DKV
Chris Cooper;Pria;82,4;81,2;76,4;62,8;68,1;62,6;82,6;67,6;NA;NA;Ekskul_6;Orang Tua;Belum;Orang Tua;2008;Bekasi;Tidak;Ya;7;FISIP
Chris Cowan;Wanita;87,9;88,3;73,9;76,3;70,9;63,5;84,2;86,6;84;64,8;Ekskul_5;NA;Bekerja;Orang Tua;2008;Bogor;UKM_3;Ya;5,5;FTI
Chris Cox;Wanita;77;88,1;86,8;87,4;76,5;87,3;63,4;69,5;86,3;79,5;Tidak;Orang Tua;Belum;NA;2008;Bogor;Tidak;Tidak;5;FIKOM
Chris Cunningham;Wanita;85;61,9;61,8;79,5;73,5;72,3;71,3;71,6;62,6;62,5;Ekskul_6;Kos;Belum;NA;2007;Serang;UKM_1;Ya;7;FT
Chris Dowson;Wanita;65,5;67,1;78,6;60,4;75,8;68;60,4;64,4;70,9;66,9;Ekskul_5;Orang Tua;Bekerja;NA;2008;Karawang;UKM_3;Ya;5,5;FTI
Chris Drake;Wanita;75,2;81,7;76,4;71,4;79,8;87,8;68,7;69,8;67,1;70,3;Ekskul_6;Orang Tua;Belum;Orang Tua;2009;Bekasi;Tidak;Tidak;5,5;FTI
Chris Drew;Wanita;64,4;64;82,5;79,6;61,9;78,2;76,8;79,3;68,9;69,4;Ekskul_3;NA;Bekerja;Beasiswa;2009;Serang;Tidak;Ya;7;FT
Chris Farrow;Pria;72,2;82,5;62,1;64,2;70,3;84,3;66,6;83,1;75,6;63,8;Ekskul_1;Kos;Belum;NA;2007;Bogor;Tidak;Tidak;6;FIKOM
Chris Foxley;Pria;64,2;66,1;60,9;87;71,2;71,2;84,8;64,6;70,4;63;Ekskul_4;Orang Tua;Bekerja;Orang Tua;2007;Jakarta;UKM_1;Tidak;5;FIKOM
Chris Groves;Pria;73,8;61,1;60,8;60,3;86,7;68,6;68,3;70,3;84,2;60,1;Ekskul_3;NA;Bekerja;NA;2009;Jakarta;UKM_1;Ya;5,5;FT
Chris Hill;Wanita;65,7;86,6;63,1;69,9;61,4;65,5;61,6;70,5;68,9;78,4;Ekskul_1;Orang Tua;Belum;Beasiswa;2007;Karawang;Tidak;Ya;3,5;FTI
Chris Holt;Wanita;72,4;64,5;87,7;66,1;64,3;81,6;66,7;79;85,9;67,4;Ekskul_5;Kos;Bekerja;Beasiswa;2007;Bogor;UKM_1;Tidak;4,5;FIKOM
Chris James;Pria;80,8;78,9;70,6;77,9;80;64,6;77,9;71,8;77,1;72;Ekskul_4;NA;Bekerja;Beasiswa;2009;Bogor;UKM_1;Ya;3,5;FISIP
Chris Leslie;Wanita;72,5;73,8;65;77,4;83,8;63,3;85,1;62,2;66,5;68,5;Ekskul_1;NA;Belum;Orang Tua;2008;Tangerang;UKM_4;Ya;7;FTI
Chris Lewis;Pria;76,6;83,1;64;84,6;71;88;80,1;80,1;88;88,4;Ekskul_3;NA;Bekerja;Orang Tua;2007;Bekasi;UKM_1;Ya;3,5;FT
Chris Locke;Pria;61,2;81,2;68,8;67;85,3;82,8;80,6;63,7;68,7;88,6;Tidak;Kos;Bekerja;NA;2008;Bogor;UKM_1;Tidak;4,5;FTI
Chris Needham;Pria;85,1;81,5;80,5;62,4;63,3;87;62,7;71,1;62,9;88,5;Ekskul_2;NA;Bekerja;Orang Tua;2008;Bogor;UKM_2;Tidak;5;FIKOM
Chris Nelson;Pria;80,6;80,7;79,3;71,6;67,8;62,8;78,3;84,6;NA;68,7;Ekskul_4;NA;Belum;NA;2007;Bogor;Tidak;Tidak;5;DKV
Chris Oldfield;Pria;62,2;83,4;75,3;79,7;75,4;74,6;68,4;75,7;85,5;76;Ekskul_4;Orang Tua;Bekerja;Orang Tua;2009;Bekasi;UKM_2;Tidak;7;FT
Chris Osman;Pria;69,6;65,7;66;87,7;74,8;63,3;69,5;65;64,2;77,5;Tidak;NA;Belum;Beasiswa;2008;Karawang;Tidak;Ya;4;FTI
Chris Pearson;Pria;84,8;72,9;69,1;84;87,5;76,1;76,2;77,4;72,7;72,4;Tidak;NA;Belum;Orang Tua;2007;Tangerang;UKM_3;Tidak;5,5;DKV
Chris Plant;Wanita;66,4;75,7;62,2;82,2;66,1;78;61,6;80,5;68,1;NA;Ekskul_2;Orang Tua;Belum;Orang Tua;2008;Tangerang;Tidak;Tidak;5,5;FT
Chris Radley;Pria;67;79,2;78;81,2;69,1;84,3;83,6;63,4;81,9;68;Ekskul_1;Orang Tua;Bekerja;Beasiswa;2008;Bogor;Tidak;Tidak;3,5;DKV
Chris Ramsey;Wanita;72,7;82,8;79,3;74,9;87,7;87;63,7;64,1;74,3;62,6;Ekskul_2;Kos;Bekerja;NA;2009;Bekasi;UKM_4;Tidak;6;FT
Chris Ranks;Pria;70,9;72,6;72,6;74,1;60,1;88,6;68,7;77,3;74,8;77;Ekskul_5;NA;Belum;Beasiswa;2008;Jakarta;Tidak;Tidak;7;FT
Chris Redfern;Wanita;75;68,3;61;61,8;84;64,9;82,7;62,7;87,4;75,4;Ekskul_4;Orang Tua;Bekerja;Beasiswa;2009;Serang;UKM_4;Ya;4,5;FTI
Chris Robinson;Wanita;86,9;68,2;74,7;76,9;87,9;64,8;75,1;68,6;65,5;81,1;Ekskul_1;Orang Tua;Bekerja;Orang Tua;2009;Bekasi;UKM_2;Ya;5,5;FIKOM
Chris Rycroft;Wanita;83,1;73;73,4;84,9;76,7;60,8;87,7;65,6;66,1;62,9;Ekskul_4;Orang Tua;Belum;Beasiswa;2009;Jakarta;Tidak;Tidak;5;FIKOM
Chris Samuel;Wanita;66;81,2;NA;65,8;88,5;68,5;86,8;66,5;78,2;69,4;Ekskul_4;Kos;Bekerja;NA;2007;Karawang;Tidak;Ya;4,5;FIKOM
Chris Sherwood;Wanita;60,5;72,7;65,9;73,3;81,6;62,1;70,2;84,1;NA;63;Ekskul_4;Kos;Bekerja;Beasiswa;2009;Jakarta;UKM_4;Ya;5,5;FISIP
Chris Shields;Wanita;68,7;80,3;77,6;82,3;79,1;69,6;72,8;81,6;80,9;86,6;Tidak;Orang Tua;Bekerja;Orang Tua;2007;Karawang;UKM_2;Tidak;4,5;FISIP
Chris Thomas;Wanita;61;80,5;73,2;70,3;81,7;74,6;67;67;68,4;77,6;Ekskul_3;Orang Tua;Bekerja;Beasiswa;2007;Karawang;Tidak;Tidak;6;FTI
Chris Upton;Wanita;65,6;74,3;68;72,6;71,8;67,9;68,7;69,6;68,4;64,5;Ekskul_3;Orang Tua;Bekerja;Beasiswa;2009;Jakarta;UKM_1;Tidak;4,5;FTI
Chris Utterson;Wanita;73,7;77;74,6;70,9;74;78,5;87,1;80,1;66,6;83,8;Tidak;Kos;Belum;NA;2007;Karawang;UKM_1;Ya;7;FISIP
Chris Vaughan;Wanita;65;80,8;81,2;81,9;68,4;70,2;66,3;68,8;NA;NA;Ekskul_2;NA;Bekerja;Beasiswa;2009;Jakarta;UKM_3;Tidak;6;DKV
Chris Ward;Wanita;75,3;77;61,9;68,9;68,2;81,2;61,3;76;68,9;69,7;Ekskul_5;Orang Tua;Belum;Beasiswa;2008;Serang;UKM_2;Tidak;3,5;FT
Chris Watt;Wanita;77,8;66,6;84,9;86,6;86,3;87,3;84,2;78,1;73,9;NA;Ekskul_5;Kos;Belum;Beasiswa;2007;Jakarta;UKM_1;Ya;5,5;FIKOM
Chris Whatson;Pria;81,7;86,5;72,3;63,2;88,6;60,7;61,5;70,8;NA;68,6;Ekskul_6;NA;Belum;NA;2009;Jakarta;UKM_2;Ya;6,5;DKV
Chris Woodcock;Wanita;73,9;82,5;73,8;81;62,4;62,4;80,9;84,4;71,6;63,5;Ekskul_5;NA;Bekerja;Orang Tua;2008;Bogor;UKM_4;Ya;6,5;FISIP
Christine Adler;Pria;67,1;70,3;72,3;86,5;62,6;66,5;74,9;64,3;74,2;86,1;Ekskul_4;NA;Bekerja;Beasiswa;2007;Karawang;Tidak;Tidak;7;FT
Christine Cunningham;Wanita;80,6;79,2;88,4;72,3;83,3;63,5;81,2;60,7;71,8;73,9;Tidak;NA;Bekerja;Beasiswa;2008;Jakarta;Tidak;Ya;4;FIKOM
Christine Dallas;Wanita;67,5;80,4;64;86;68,2;69,4;74,4;65,3;69,7;65,6;Ekskul_6;Kos;Belum;Orang Tua;2008;Tangerang;UKM_3;Ya;4;FISIP
Christine Doherty;Pria;60,2;82,1;73,6;82,2;78,4;68,4;70,5;68,7;82,8;79,1;Ekskul_6;Kos;Belum;Orang Tua;2007;Jakarta;UKM_3;Tidak;4,5;FTI
Christine Gordon;Pria;69,6;66,1;66,6;87,9;85,1;74,9;68,5;71,4;69,2;60,6;Ekskul_1;NA;Bekerja;Orang Tua;2008;Karawang;Tidak;Tidak;6;DKV
Christine Larsen;Wanita;86,9;80;73,4;71,1;83,4;87,9;72;85;70,7;84,6;Ekskul_2;NA;Bekerja;Beasiswa;2009;Karawang;Tidak;Tidak;5;DKV
Christine Parker;Pria;79,2;70,7;60,1;76,3;72,9;66;72,7;87;66,2;86,9;Ekskul_1;NA;Belum;Beasiswa;2007;Jakarta;UKM_1;Ya;6;FTI
Christine Poulton;Wanita;71,2;81,9;83,6;82,8;62;80,5;80,2;68;60,7;62,8;Ekskul_4;NA;Belum;Beasiswa;2008;Bogor;UKM_3;Ya;5;FTI
Christine Simpson;Wanita;61,4;76,7;61,5;83,8;86,2;83,5;63,7;86,5;82,1;70,9;Ekskul_1;NA;Bekerja;Beasiswa;2007;Bekasi;UKM_2;Tidak;5,5;FISIP
Christine Torres;Wanita;71;71,7;66,5;74;78,6;71,2;79,3;64,1;83,6;74,9;Ekskul_2;Orang Tua;Bekerja;NA;2008;Karawang;UKM_4;Ya;5,5;FTI
Christine Underhill;Wanita;82,6;86,2;88,2;76,4;71,6;79,5;81,8;76,9;63;66,5;Tidak;Orang Tua;Bekerja;Beasiswa;2007;Tangerang;UKM_3;Tidak;4,5;FISIP
Christine Wood;Wanita;71,8;72,3;72,5;66;86;81,9;70;88,4;77,4;62,3;Ekskul_3;Kos;Belum;Beasiswa;2007;Jakarta;Tidak;Ya;3,5;FIKOM
Christy Bailey;Pria;72,5;67,6;80,4;87,8;77,4;78,1;68,5;77,9;77,2;81,8;Tidak;NA;Bekerja;Beasiswa;2007;Karawang;UKM_4;Tidak;7;FT
Christy Brooks;Pria;70,1;73;68,3;87;72,1;66,3;74,8;77,8;66;80,1;Ekskul_1;NA;Bekerja;Orang Tua;2009;Tangerang;UKM_4;Ya;3,5;FIKOM
Christy Donovan;Wanita;60,4;80;80,4;69,4;87,4;82;78,8;74;74,3;69,5;Tidak;NA;Bekerja;Beasiswa;2007;Bekasi;Tidak;Tidak;5;DKV
Christy Dwyer;Wanita;74,2;86,3;80,8;83,8;76,9;83,4;62,8;84,5;74;67,4;Ekskul_1;Orang Tua;Bekerja;Beasiswa;2008;Tangerang;Tidak;Tidak;3,5;DKV
Christy Fields;Pria;78,3;65,9;79,9;80,7;62,5;63,7;87,7;86,8;83,2;60,7;Ekskul_1;NA;Belum;NA;2008;Bogor;UKM_2;Tidak;6,5;FT
Christy Funnell;Wanita;86,6;79,5;76,8;77,5;69,1;67,2;60,2;81,2;85,7;71,2;Ekskul_6;Orang Tua;Belum;NA;2008;Bogor;UKM_2;Tidak;3,5;FTI
